	Gene name	Gene	Tissue	Cell type	Level	Reliability
5279	SARNP	ENSG00000205323	breast	adipocytes	Medium	Supported
5280	SARNP	ENSG00000205323	breast	glandular cells	Medium	Supported
5281	SARNP	ENSG00000205323	breast	myoepithelial cells	Medium	Supported
5282	SARNP	ENSG00000205323	bronchus	respiratory epithelial cells	High	Supported
5283	SARNP	ENSG00000205323	caudate	glial cells	Low	Supported
5284	SARNP	ENSG00000205323	caudate	neuronal cells	Medium	Supported
5285	SARNP	ENSG00000205323	cerebellum	cells in granular layer	Medium	Supported
5286	SARNP	ENSG00000205323	cerebellum	cells in molecular layer	Low	Supported
5287	SARNP	ENSG00000205323	cerebellum	Purkinje cells	Low	Supported
5288	SARNP	ENSG00000205323	cerebral cortex	endothelial cells	Low	Supported
5289	SARNP	ENSG00000205323	cerebral cortex	glial cells	Low	Supported
5290	SARNP	ENSG00000205323	cerebral cortex	neuronal cells	Medium	Supported
5291	SARNP	ENSG00000205323	cerebral cortex	neuropil	Not detected	Supported
5292	SARNP	ENSG00000205323	cervix, uterine	glandular cells	High	Supported
5293	SARNP	ENSG00000205323	cervix, uterine	squamous epithelial cells	High	Supported
5294	SARNP	ENSG00000205323	colon	endothelial cells	High	Supported
5295	SARNP	ENSG00000205323	colon	glandular cells	High	Supported
5296	SARNP	ENSG00000205323	colon	peripheral nerve/ganglion	High	Supported
5297	SARNP	ENSG00000205323	duodenum	glandular cells	High	Supported
5298	SARNP	ENSG00000205323	endometrium 1	cells in endometrial stroma	Low	Supported
5299	SARNP	ENSG00000205323	endometrium 1	glandular cells	Low	Supported
5300	SARNP	ENSG00000205323	endometrium 2	cells in endometrial stroma	Low	Supported
5301	SARNP	ENSG00000205323	endometrium 2	glandular cells	High	Supported
5302	SARNP	ENSG00000205323	epididymis	glandular cells	High	Supported
5303	SARNP	ENSG00000205323	esophagus	squamous epithelial cells	High	Supported
5304	SARNP	ENSG00000205323	fallopian tube	glandular cells	High	Supported
5305	SARNP	ENSG00000205323	gallbladder	glandular cells	High	Supported
5306	SARNP	ENSG00000205323	heart muscle	cardiomyocytes	Low	Supported
5307	SARNP	ENSG00000205323	hippocampus	glial cells	Low	Supported
5308	SARNP	ENSG00000205323	hippocampus	neuronal cells	Low	Supported
5309	SARNP	ENSG00000205323	kidney	cells in glomeruli	High	Supported
5310	SARNP	ENSG00000205323	kidney	cells in tubules	High	Supported
5311	SARNP	ENSG00000205323	liver	cholangiocytes	Low	Supported
5312	SARNP	ENSG00000205323	liver	hepatocytes	Low	Supported
5313	SARNP	ENSG00000205323	lung	alveolar cells	High	Supported
5314	SARNP	ENSG00000205323	lung	macrophages	Medium	Supported
5315	SARNP	ENSG00000205323	lymph node	germinal center cells	Low	Supported
5316	SARNP	ENSG00000205323	lymph node	non-germinal center cells	Low	Supported
5317	SARNP	ENSG00000205323	nasopharynx	respiratory epithelial cells	High	Supported
5318	SARNP	ENSG00000205323	oral mucosa	squamous epithelial cells	High	Supported
5319	SARNP	ENSG00000205323	ovary	ovarian stroma cells	Medium	Supported
5320	SARNP	ENSG00000205323	pancreas	exocrine glandular cells	Medium	Supported
5321	SARNP	ENSG00000205323	pancreas	pancreatic endocrine cells	Low	Supported
5322	SARNP	ENSG00000205323	parathyroid gland	glandular cells	Low	Supported
5323	SARNP	ENSG00000205323	placenta	decidual cells	High	Supported
5324	SARNP	ENSG00000205323	placenta	trophoblastic cells	High	Supported
5325	SARNP	ENSG00000205323	prostate	glandular cells	High	Supported
5326	SARNP	ENSG00000205323	rectum	glandular cells	High	Supported
5327	SARNP	ENSG00000205323	salivary gland	glandular cells	Medium	Supported
5328	SARNP	ENSG00000205323	seminal vesicle	glandular cells	High	Supported
5329	SARNP	ENSG00000205323	skeletal muscle	myocytes	High	Supported
5330	SARNP	ENSG00000205323	skin 1	fibroblasts	High	Supported
5331	SARNP	ENSG00000205323	skin 1	keratinocytes	High	Supported
5332	SARNP	ENSG00000205323	skin 1	Langerhans	High	Supported
5333	SARNP	ENSG00000205323	skin 1	melanocytes	High	Supported
5334	SARNP	ENSG00000205323	skin 2	epidermal cells	High	Supported
5335	SARNP	ENSG00000205323	small intestine	glandular cells	Medium	Supported
5336	SARNP	ENSG00000205323	smooth muscle	smooth muscle cells	Medium	Supported
5337	SARNP	ENSG00000205323	soft tissue 1	fibroblasts	Medium	Supported
5338	SARNP	ENSG00000205323	soft tissue 1	peripheral nerve	Low	Supported
5339	SARNP	ENSG00000205323	soft tissue 2	chondrocytes	Medium	Supported
5340	SARNP	ENSG00000205323	soft tissue 2	fibroblasts	Medium	Supported
5341	SARNP	ENSG00000205323	soft tissue 2	peripheral nerve	Medium	Supported
5342	SARNP	ENSG00000205323	spleen	cells in red pulp	Low	Supported
5343	SARNP	ENSG00000205323	spleen	cells in white pulp	Low	Supported
5344	SARNP	ENSG00000205323	stomach 1	glandular cells	High	Supported
5345	SARNP	ENSG00000205323	stomach 2	glandular cells	Medium	Supported
5346	SARNP	ENSG00000205323	testis	elongated or late spermatids	Not detected	Supported
5347	SARNP	ENSG00000205323	testis	Leydig cells	High	Supported
5348	SARNP	ENSG00000205323	testis	pachytene spermatocytes	High	Supported
5349	SARNP	ENSG00000205323	testis	peritubular cells	Not detected	Supported
5350	SARNP	ENSG00000205323	testis	preleptotene spermatocytes	High	Supported
5351	SARNP	ENSG00000205323	testis	round or early spermatids	High	Supported
5352	SARNP	ENSG00000205323	testis	sertoli cells	Medium	Supported
5353	SARNP	ENSG00000205323	testis	spermatogonia cells	High	Supported
5354	SARNP	ENSG00000205323	thyroid gland	glandular cells	Medium	Supported
5355	SARNP	ENSG00000205323	tonsil	germinal center cells	Medium	Supported
5356	SARNP	ENSG00000205323	tonsil	non-germinal center cells	Medium	Supported
5357	SARNP	ENSG00000205323	tonsil	squamous epithelial cells	High	Supported
5358	SARNP	ENSG00000205323	urinary bladder	urothelial cells	High	Supported
5359	SARNP	ENSG00000205323	vagina	squamous epithelial cells	High	Supported
5360	IREB2	ENSG00000136381	adipose tissue	adipocytes	Medium	Uncertain
5361	IREB2	ENSG00000136381	adrenal gland	glandular cells	Medium	Uncertain
5362	IREB2	ENSG00000136381	appendix	glandular cells	Medium	Uncertain
5363	IREB2	ENSG00000136381	appendix	lymphoid tissue	Not detected	Uncertain
5364	IREB2	ENSG00000136381	bone marrow	hematopoietic cells	Not detected	Uncertain
5365	IREB2	ENSG00000136381	breast	adipocytes	Low	Uncertain
5366	IREB2	ENSG00000136381	breast	glandular cells	Medium	Uncertain
5367	IREB2	ENSG00000136381	breast	myoepithelial cells	Medium	Uncertain
5368	IREB2	ENSG00000136381	caudate	glial cells	Not detected	Uncertain
5369	IREB2	ENSG00000136381	caudate	neuronal cells	Not detected	Uncertain
5370	IREB2	ENSG00000136381	cerebellum	cells in granular layer	Medium	Uncertain
5371	IREB2	ENSG00000136381	cerebellum	cells in molecular layer	Not detected	Uncertain
5372	IREB2	ENSG00000136381	cerebellum	Purkinje cells	Medium	Uncertain
5373	IREB2	ENSG00000136381	cerebral cortex	endothelial cells	Low	Uncertain
5374	IREB2	ENSG00000136381	cerebral cortex	glial cells	Not detected	Uncertain
5375	IREB2	ENSG00000136381	cerebral cortex	neuronal cells	Not detected	Uncertain
5376	IREB2	ENSG00000136381	cerebral cortex	neuropil	Low	Uncertain
5377	IREB2	ENSG00000136381	cervix, uterine	glandular cells	Not detected	Uncertain
5378	IREB2	ENSG00000136381	cervix, uterine	squamous epithelial cells	Medium	Uncertain
5379	IREB2	ENSG00000136381	colon	endothelial cells	Medium	Uncertain
5380	IREB2	ENSG00000136381	colon	glandular cells	Low	Uncertain
5381	IREB2	ENSG00000136381	colon	peripheral nerve/ganglion	Low	Uncertain
5382	IREB2	ENSG00000136381	duodenum	glandular cells	Medium	Uncertain
5383	IREB2	ENSG00000136381	endometrium 1	cells in endometrial stroma	Not detected	Uncertain
5384	IREB2	ENSG00000136381	endometrium 1	glandular cells	Low	Uncertain
5385	IREB2	ENSG00000136381	endometrium 2	cells in endometrial stroma	Medium	Uncertain
5386	IREB2	ENSG00000136381	endometrium 2	glandular cells	Medium	Uncertain
5387	IREB2	ENSG00000136381	epididymis	glandular cells	Medium	Uncertain
5388	IREB2	ENSG00000136381	esophagus	squamous epithelial cells	Medium	Uncertain
5389	IREB2	ENSG00000136381	fallopian tube	glandular cells	Medium	Uncertain
5390	IREB2	ENSG00000136381	gallbladder	glandular cells	Low	Uncertain
5391	IREB2	ENSG00000136381	heart muscle	cardiomyocytes	Low	Uncertain
5392	IREB2	ENSG00000136381	hippocampus	glial cells	Not detected	Uncertain
5393	IREB2	ENSG00000136381	hippocampus	neuronal cells	Not detected	Uncertain
5394	IREB2	ENSG00000136381	kidney	cells in glomeruli	Not detected	Uncertain
5395	IREB2	ENSG00000136381	kidney	cells in tubules	Medium	Uncertain
5396	IREB2	ENSG00000136381	liver	cholangiocytes	Not detected	Uncertain
5397	IREB2	ENSG00000136381	liver	hepatocytes	Low	Uncertain
5398	IREB2	ENSG00000136381	lung	alveolar cells	Not detected	Uncertain
5399	IREB2	ENSG00000136381	lung	macrophages	Low	Uncertain
5400	IREB2	ENSG00000136381	lymph node	germinal center cells	Not detected	Uncertain
5401	IREB2	ENSG00000136381	lymph node	non-germinal center cells	Medium	Uncertain
5402	IREB2	ENSG00000136381	nasopharynx	respiratory epithelial cells	Low	Uncertain
5403	IREB2	ENSG00000136381	oral mucosa	squamous epithelial cells	Medium	Uncertain
5404	IREB2	ENSG00000136381	ovary	ovarian stroma cells	Not detected	Uncertain
5405	IREB2	ENSG00000136381	pancreas	exocrine glandular cells	Low	Uncertain
5406	IREB2	ENSG00000136381	pancreas	pancreatic endocrine cells	Low	Uncertain
5407	IREB2	ENSG00000136381	parathyroid gland	glandular cells	Medium	Uncertain
5408	IREB2	ENSG00000136381	placenta	trophoblastic cells	Medium	Uncertain
5409	IREB2	ENSG00000136381	prostate	glandular cells	Medium	Uncertain
5410	IREB2	ENSG00000136381	rectum	glandular cells	Medium	Uncertain
5411	IREB2	ENSG00000136381	salivary gland	glandular cells	Medium	Uncertain
5412	IREB2	ENSG00000136381	seminal vesicle	glandular cells	Medium	Uncertain
5413	IREB2	ENSG00000136381	skeletal muscle	myocytes	Low	Uncertain
5414	IREB2	ENSG00000136381	skin 1	fibroblasts	Medium	Uncertain
5415	IREB2	ENSG00000136381	skin 1	keratinocytes	Low	Uncertain
5416	IREB2	ENSG00000136381	skin 1	Langerhans	Low	Uncertain
5417	IREB2	ENSG00000136381	skin 1	melanocytes	Low	Uncertain
5418	IREB2	ENSG00000136381	skin 2	epidermal cells	Medium	Uncertain
5419	IREB2	ENSG00000136381	small intestine	glandular cells	Medium	Uncertain
5420	IREB2	ENSG00000136381	smooth muscle	smooth muscle cells	Not detected	Uncertain
5421	IREB2	ENSG00000136381	soft tissue 1	chondrocytes	Medium	Uncertain
5422	IREB2	ENSG00000136381	soft tissue 1	fibroblasts	Medium	Uncertain
5423	IREB2	ENSG00000136381	soft tissue 2	fibroblasts	Medium	Uncertain
5424	IREB2	ENSG00000136381	soft tissue 2	peripheral nerve	Medium	Uncertain
5425	IREB2	ENSG00000136381	spleen	cells in red pulp	Low	Uncertain
5426	IREB2	ENSG00000136381	spleen	cells in white pulp	Not detected	Uncertain
5427	IREB2	ENSG00000136381	stomach 1	glandular cells	Medium	Uncertain
5428	IREB2	ENSG00000136381	stomach 2	glandular cells	Medium	Uncertain
5429	IREB2	ENSG00000136381	testis	cells in seminiferous ducts	Low	Uncertain
5430	IREB2	ENSG00000136381	testis	Leydig cells	Low	Uncertain
5431	IREB2	ENSG00000136381	thyroid gland	glandular cells	Low	Uncertain
5432	IREB2	ENSG00000136381	tonsil	germinal center cells	Low	Uncertain
5433	IREB2	ENSG00000136381	tonsil	non-germinal center cells	Medium	Uncertain
5434	IREB2	ENSG00000136381	tonsil	squamous epithelial cells	Not detected	Uncertain
5435	IREB2	ENSG00000136381	urinary bladder	urothelial cells	Medium	Uncertain
5436	IREB2	ENSG00000136381	vagina	squamous epithelial cells	Low	Uncertain
5437	TPT1	ENSG00000133112	adipose tissue	adipocytes	Not detected	Approved
5438	TPT1	ENSG00000133112	adrenal gland	glandular cells	Low	Approved
5439	TPT1	ENSG00000133112	appendix	glandular cells	Medium	Approved
5440	TPT1	ENSG00000133112	appendix	lymphoid tissue	Not detected	Approved
5441	TPT1	ENSG00000133112	bone marrow	hematopoietic cells	High	Approved
5442	TPT1	ENSG00000133112	breast	adipocytes	Not detected	Approved
5443	TPT1	ENSG00000133112	breast	glandular cells	Not detected	Approved
5444	TPT1	ENSG00000133112	breast	myoepithelial cells	Low	Approved
5445	TPT1	ENSG00000133112	bronchus	respiratory epithelial cells	Medium	Approved
5446	TPT1	ENSG00000133112	caudate	glial cells	Not detected	Approved
5447	TPT1	ENSG00000133112	caudate	neuronal cells	Not detected	Approved
5448	TPT1	ENSG00000133112	cerebellum	cells in granular layer	Not detected	Approved
5449	TPT1	ENSG00000133112	cerebellum	cells in molecular layer	Low	Approved
5450	TPT1	ENSG00000133112	cerebellum	Purkinje cells	Medium	Approved
5451	TPT1	ENSG00000133112	cerebral cortex	endothelial cells	Not detected	Approved
5452	TPT1	ENSG00000133112	cerebral cortex	glial cells	Not detected	Approved
5453	TPT1	ENSG00000133112	cerebral cortex	neuronal cells	Medium	Approved
5454	TPT1	ENSG00000133112	cerebral cortex	neuropil	Not detected	Approved
5455	TPT1	ENSG00000133112	cervix, uterine	glandular cells	Medium	Approved
5456	TPT1	ENSG00000133112	cervix, uterine	squamous epithelial cells	Low	Approved
5457	TPT1	ENSG00000133112	colon	endothelial cells	Not detected	Approved
5458	TPT1	ENSG00000133112	colon	glandular cells	Medium	Approved
5459	TPT1	ENSG00000133112	duodenum	glandular cells	Medium	Approved
5460	TPT1	ENSG00000133112	endometrium 1	cells in endometrial stroma	Not detected	Approved
5461	TPT1	ENSG00000133112	endometrium 1	glandular cells	Low	Approved
5462	TPT1	ENSG00000133112	endometrium 2	cells in endometrial stroma	Not detected	Approved
5463	TPT1	ENSG00000133112	endometrium 2	glandular cells	Low	Approved
5464	TPT1	ENSG00000133112	epididymis	glandular cells	Low	Approved
5465	TPT1	ENSG00000133112	esophagus	squamous epithelial cells	Medium	Approved
5466	TPT1	ENSG00000133112	fallopian tube	glandular cells	Low	Approved
5467	TPT1	ENSG00000133112	gallbladder	glandular cells	Low	Approved
5468	TPT1	ENSG00000133112	heart muscle	cardiomyocytes	Not detected	Approved
5469	TPT1	ENSG00000133112	hippocampus	glial cells	Not detected	Approved
5470	TPT1	ENSG00000133112	hippocampus	neuronal cells	Medium	Approved
5471	TPT1	ENSG00000133112	kidney	cells in glomeruli	Medium	Approved
5472	TPT1	ENSG00000133112	kidney	cells in tubules	Low	Approved
5473	TPT1	ENSG00000133112	liver	hepatocytes	Not detected	Approved
5474	TPT1	ENSG00000133112	lung	alveolar cells	Medium	Approved
5475	TPT1	ENSG00000133112	lung	macrophages	Medium	Approved
5476	TPT1	ENSG00000133112	lymph node	germinal center cells	Medium	Approved
5477	TPT1	ENSG00000133112	lymph node	non-germinal center cells	High	Approved
5478	TPT1	ENSG00000133112	nasopharynx	respiratory epithelial cells	Medium	Approved
5479	TPT1	ENSG00000133112	oral mucosa	squamous epithelial cells	Medium	Approved
5480	TPT1	ENSG00000133112	ovary	ovarian stroma cells	Not detected	Approved
5481	TPT1	ENSG00000133112	pancreas	exocrine glandular cells	Medium	Approved
5482	TPT1	ENSG00000133112	pancreas	pancreatic endocrine cells	Low	Approved
5483	TPT1	ENSG00000133112	parathyroid gland	glandular cells	Not detected	Approved
5484	TPT1	ENSG00000133112	placenta	trophoblastic cells	High	Approved
5485	TPT1	ENSG00000133112	prostate	glandular cells	Low	Approved
5486	TPT1	ENSG00000133112	rectum	glandular cells	Medium	Approved
5487	TPT1	ENSG00000133112	salivary gland	glandular cells	Medium	Approved
5488	TPT1	ENSG00000133112	seminal vesicle	glandular cells	Medium	Approved
5489	TPT1	ENSG00000133112	skeletal muscle	myocytes	Medium	Approved
5490	TPT1	ENSG00000133112	skin 1	fibroblasts	Low	Approved
5491	TPT1	ENSG00000133112	skin 1	keratinocytes	Medium	Approved
5492	TPT1	ENSG00000133112	skin 1	Langerhans	Low	Approved
5493	TPT1	ENSG00000133112	skin 1	melanocytes	Medium	Approved
5494	TPT1	ENSG00000133112	skin 2	epidermal cells	Medium	Approved
5495	TPT1	ENSG00000133112	small intestine	glandular cells	Medium	Approved
5496	TPT1	ENSG00000133112	smooth muscle	smooth muscle cells	Not detected	Approved
5497	TPT1	ENSG00000133112	soft tissue 1	chondrocytes	Medium	Approved
5498	TPT1	ENSG00000133112	soft tissue 1	fibroblasts	Medium	Approved
5499	TPT1	ENSG00000133112	soft tissue 1	peripheral nerve	Medium	Approved
5500	TPT1	ENSG00000133112	soft tissue 2	fibroblasts	Medium	Approved
5501	TPT1	ENSG00000133112	soft tissue 2	peripheral nerve	Medium	Approved
5502	TPT1	ENSG00000133112	spleen	cells in red pulp	Low	Approved
5503	TPT1	ENSG00000133112	spleen	cells in white pulp	Not detected	Approved
5504	TPT1	ENSG00000133112	stomach 1	glandular cells	Medium	Approved
5505	TPT1	ENSG00000133112	stomach 2	glandular cells	Medium	Approved
5506	TPT1	ENSG00000133112	testis	cells in seminiferous ducts	Medium	Approved
5507	TPT1	ENSG00000133112	testis	Leydig cells	Low	Approved
5508	TPT1	ENSG00000133112	thyroid gland	glandular cells	Medium	Approved
5509	TPT1	ENSG00000133112	tonsil	germinal center cells	Low	Approved
5510	TPT1	ENSG00000133112	tonsil	non-germinal center cells	Medium	Approved
5511	TPT1	ENSG00000133112	tonsil	squamous epithelial cells	Medium	Approved
5512	TPT1	ENSG00000133112	urinary bladder	urothelial cells	Medium	Approved
5513	TPT1	ENSG00000133112	vagina	squamous epithelial cells	Medium	Approved
5514	CCT5	ENSG00000150753	adipose tissue	adipocytes	Medium	Enhanced
5515	CCT5	ENSG00000150753	adrenal gland	glandular cells	Medium	Enhanced
5516	CCT5	ENSG00000150753	appendix	glandular cells	Medium	Enhanced
5517	CCT5	ENSG00000150753	appendix	lymphoid tissue	Low	Enhanced
5518	CCT5	ENSG00000150753	bone marrow	hematopoietic cells	Medium	Enhanced
5519	CCT5	ENSG00000150753	breast	adipocytes	Not detected	Enhanced
5520	CCT5	ENSG00000150753	breast	glandular cells	Low	Enhanced
5521	CCT5	ENSG00000150753	breast	myoepithelial cells	Low	Enhanced
5522	CCT5	ENSG00000150753	bronchus	respiratory epithelial cells	Low	Enhanced
5523	CCT5	ENSG00000150753	caudate	glial cells	High	Enhanced
5524	CCT5	ENSG00000150753	caudate	neuronal cells	Medium	Enhanced
5525	CCT5	ENSG00000150753	cerebellum	cells in granular layer	Medium	Enhanced
5526	CCT5	ENSG00000150753	cerebellum	cells in molecular layer	Medium	Enhanced
5527	CCT5	ENSG00000150753	cerebellum	Purkinje cells	Medium	Enhanced
5528	CCT5	ENSG00000150753	cerebral cortex	endothelial cells	Not detected	Enhanced
5529	CCT5	ENSG00000150753	cerebral cortex	glial cells	Medium	Enhanced
5530	CCT5	ENSG00000150753	cerebral cortex	neuronal cells	Medium	Enhanced
5531	CCT5	ENSG00000150753	cerebral cortex	neuropil	Not detected	Enhanced
5532	CCT5	ENSG00000150753	cervix, uterine	glandular cells	Low	Enhanced
5533	CCT5	ENSG00000150753	cervix, uterine	squamous epithelial cells	Low	Enhanced
5534	CCT5	ENSG00000150753	colon	endothelial cells	Not detected	Enhanced
5535	CCT5	ENSG00000150753	colon	glandular cells	Medium	Enhanced
5536	CCT5	ENSG00000150753	colon	peripheral nerve/ganglion	Medium	Enhanced
5537	CCT5	ENSG00000150753	duodenum	glandular cells	Medium	Enhanced
5538	CCT5	ENSG00000150753	endometrium 1	cells in endometrial stroma	Low	Enhanced
5539	CCT5	ENSG00000150753	endometrium 1	glandular cells	Medium	Enhanced
5540	CCT5	ENSG00000150753	endometrium 2	cells in endometrial stroma	Low	Enhanced
5541	CCT5	ENSG00000150753	endometrium 2	glandular cells	Medium	Enhanced
5542	CCT5	ENSG00000150753	epididymis	glandular cells	Medium	Enhanced
5543	CCT5	ENSG00000150753	esophagus	squamous epithelial cells	Not detected	Enhanced
5544	CCT5	ENSG00000150753	fallopian tube	glandular cells	High	Enhanced
5545	CCT5	ENSG00000150753	heart muscle	cardiomyocytes	Not detected	Enhanced
5546	CCT5	ENSG00000150753	hippocampus	glial cells	Not detected	Enhanced
5547	CCT5	ENSG00000150753	hippocampus	neuronal cells	Medium	Enhanced
5548	CCT5	ENSG00000150753	kidney	cells in glomeruli	Low	Enhanced
5549	CCT5	ENSG00000150753	kidney	cells in tubules	Low	Enhanced
5550	CCT5	ENSG00000150753	liver	cholangiocytes	Not detected	Enhanced
5551	CCT5	ENSG00000150753	liver	hepatocytes	Not detected	Enhanced
5552	CCT5	ENSG00000150753	lung	alveolar cells	Not detected	Enhanced
5553	CCT5	ENSG00000150753	lung	macrophages	Medium	Enhanced
5554	CCT5	ENSG00000150753	lymph node	germinal center cells	High	Enhanced
5555	CCT5	ENSG00000150753	lymph node	non-germinal center cells	Low	Enhanced
5556	CCT5	ENSG00000150753	nasopharynx	respiratory epithelial cells	Medium	Enhanced
5557	CCT5	ENSG00000150753	oral mucosa	squamous epithelial cells	Low	Enhanced
5558	CCT5	ENSG00000150753	ovary	ovarian stroma cells	Low	Enhanced
5559	CCT5	ENSG00000150753	pancreas	exocrine glandular cells	Medium	Enhanced
5560	CCT5	ENSG00000150753	pancreas	pancreatic endocrine cells	Medium	Enhanced
5561	CCT5	ENSG00000150753	parathyroid gland	glandular cells	High	Enhanced
5562	CCT5	ENSG00000150753	placenta	trophoblastic cells	High	Enhanced
5563	CCT5	ENSG00000150753	prostate	glandular cells	Low	Enhanced
5564	CCT5	ENSG00000150753	rectum	glandular cells	Medium	Enhanced
5565	CCT5	ENSG00000150753	salivary gland	glandular cells	Low	Enhanced
5566	CCT5	ENSG00000150753	seminal vesicle	glandular cells	Low	Enhanced
5567	CCT5	ENSG00000150753	skeletal muscle	myocytes	Low	Enhanced
5568	CCT5	ENSG00000150753	skin 1	fibroblasts	Low	Enhanced
5569	CCT5	ENSG00000150753	skin 1	keratinocytes	Low	Enhanced
5570	CCT5	ENSG00000150753	skin 1	Langerhans	Low	Enhanced
5571	CCT5	ENSG00000150753	skin 1	melanocytes	Low	Enhanced
5572	CCT5	ENSG00000150753	skin 2	epidermal cells	Medium	Enhanced
5573	CCT5	ENSG00000150753	small intestine	glandular cells	Low	Enhanced
5574	CCT5	ENSG00000150753	smooth muscle	smooth muscle cells	Not detected	Enhanced
5575	CCT5	ENSG00000150753	soft tissue 1	chondrocytes	Not detected	Enhanced
5576	CCT5	ENSG00000150753	soft tissue 1	fibroblasts	Low	Enhanced
5577	CCT5	ENSG00000150753	soft tissue 2	fibroblasts	Medium	Enhanced
5578	CCT5	ENSG00000150753	soft tissue 2	peripheral nerve	Low	Enhanced
5579	CCT5	ENSG00000150753	spleen	cells in red pulp	Low	Enhanced
5580	CCT5	ENSG00000150753	spleen	cells in white pulp	Low	Enhanced
5581	CCT5	ENSG00000150753	stomach 1	glandular cells	Medium	Enhanced
5582	CCT5	ENSG00000150753	stomach 2	glandular cells	Medium	Enhanced
5583	CCT5	ENSG00000150753	testis	elongated or late spermatids	High	Enhanced
5584	CCT5	ENSG00000150753	testis	Leydig cells	Not detected	Enhanced
5585	CCT5	ENSG00000150753	testis	pachytene spermatocytes	High	Enhanced
5586	CCT5	ENSG00000150753	testis	peritubular cells	Not detected	Enhanced
5587	CCT5	ENSG00000150753	testis	preleptotene spermatocytes	High	Enhanced
5588	CCT5	ENSG00000150753	testis	round or early spermatids	High	Enhanced
5589	CCT5	ENSG00000150753	testis	sertoli cells	Medium	Enhanced
5590	CCT5	ENSG00000150753	testis	spermatogonia cells	High	Enhanced
5591	CCT5	ENSG00000150753	thyroid gland	glandular cells	Medium	Enhanced
5592	CCT5	ENSG00000150753	tonsil	germinal center cells	Medium	Enhanced
5593	CCT5	ENSG00000150753	tonsil	non-germinal center cells	Low	Enhanced
5594	CCT5	ENSG00000150753	tonsil	squamous epithelial cells	Medium	Enhanced
5595	CCT5	ENSG00000150753	urinary bladder	urothelial cells	Medium	Enhanced
5596	CCT5	ENSG00000150753	vagina	squamous epithelial cells	Not detected	Enhanced
5597	GLI1	ENSG00000111087	adipose tissue	adipocytes	Low	Uncertain
5598	GLI1	ENSG00000111087	adrenal gland	glandular cells	Low	Uncertain
5599	GLI1	ENSG00000111087	appendix	glandular cells	Low	Uncertain
5600	GLI1	ENSG00000111087	appendix	lymphoid tissue	Not detected	Uncertain
5601	GLI1	ENSG00000111087	bone marrow	hematopoietic cells	Not detected	Uncertain
5602	GLI1	ENSG00000111087	breast	adipocytes	Not detected	Uncertain
5603	GLI1	ENSG00000111087	breast	glandular cells	Low	Uncertain
5604	GLI1	ENSG00000111087	breast	myoepithelial cells	Low	Uncertain
5605	GLI1	ENSG00000111087	bronchus	respiratory epithelial cells	Low	Uncertain
5606	GLI1	ENSG00000111087	caudate	glial cells	Low	Uncertain
5607	GLI1	ENSG00000111087	caudate	neuronal cells	Not detected	Uncertain
5608	GLI1	ENSG00000111087	cerebellum	cells in granular layer	Not detected	Uncertain
5609	GLI1	ENSG00000111087	cerebellum	cells in molecular layer	Not detected	Uncertain
5610	GLI1	ENSG00000111087	cerebellum	Purkinje cells	Low	Uncertain
5611	GLI1	ENSG00000111087	cerebral cortex	endothelial cells	Low	Uncertain
5612	GLI1	ENSG00000111087	cerebral cortex	glial cells	Low	Uncertain
5613	GLI1	ENSG00000111087	cerebral cortex	neuronal cells	Not detected	Uncertain
5614	GLI1	ENSG00000111087	cerebral cortex	neuropil	Low	Uncertain
5615	GLI1	ENSG00000111087	cervix, uterine	glandular cells	Not detected	Uncertain
5616	GLI1	ENSG00000111087	cervix, uterine	squamous epithelial cells	Not detected	Uncertain
5617	GLI1	ENSG00000111087	colon	endothelial cells	Low	Uncertain
5618	GLI1	ENSG00000111087	colon	glandular cells	Low	Uncertain
5619	GLI1	ENSG00000111087	colon	peripheral nerve/ganglion	Low	Uncertain
5620	GLI1	ENSG00000111087	duodenum	glandular cells	Low	Uncertain
5621	GLI1	ENSG00000111087	endometrium 1	cells in endometrial stroma	Not detected	Uncertain
5622	GLI1	ENSG00000111087	endometrium 1	glandular cells	Low	Uncertain
5623	GLI1	ENSG00000111087	endometrium 2	cells in endometrial stroma	Not detected	Uncertain
5624	GLI1	ENSG00000111087	endometrium 2	glandular cells	Low	Uncertain
5625	GLI1	ENSG00000111087	epididymis	glandular cells	Low	Uncertain
5626	GLI1	ENSG00000111087	esophagus	squamous epithelial cells	Not detected	Uncertain
5627	GLI1	ENSG00000111087	fallopian tube	glandular cells	Low	Uncertain
5628	GLI1	ENSG00000111087	gallbladder	glandular cells	Low	Uncertain
5629	GLI1	ENSG00000111087	heart muscle	cardiomyocytes	Not detected	Uncertain
5630	GLI1	ENSG00000111087	hippocampus	glial cells	Low	Uncertain
5631	GLI1	ENSG00000111087	hippocampus	neuronal cells	Not detected	Uncertain
5632	GLI1	ENSG00000111087	kidney	cells in glomeruli	Not detected	Uncertain
5633	GLI1	ENSG00000111087	kidney	cells in tubules	Low	Uncertain
5634	GLI1	ENSG00000111087	liver	cholangiocytes	Not detected	Uncertain
5635	GLI1	ENSG00000111087	liver	hepatocytes	Low	Uncertain
5636	GLI1	ENSG00000111087	lung	alveolar cells	Not detected	Uncertain
5637	GLI1	ENSG00000111087	lung	macrophages	Low	Uncertain
5638	GLI1	ENSG00000111087	lymph node	germinal center cells	Not detected	Uncertain
5639	GLI1	ENSG00000111087	lymph node	non-germinal center cells	Not detected	Uncertain
