	Gene name	Gene	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
1546	SLC3A2	ENSG00000168003	head and neck cancer	1.0	0.0	3.0	0.0				0.002415
1547	SLC3A2	ENSG00000168003	liver cancer	0.0	0.0	5.0	6.0			0.0008167	
1548	SLC3A2	ENSG00000168003	lung cancer	0.0	3.0	3.0	4.0				0.00209
1549	SLC3A2	ENSG00000168003	lymphoma	0.0	4.0	3.0	5.0				
1550	SLC3A2	ENSG00000168003	melanoma	8.0	2.0	0.0	2.0		0.2619		
1551	SLC3A2	ENSG00000168003	ovarian cancer	1.0	0.0	3.0	8.0		0.04157		
1552	SLC3A2	ENSG00000168003	pancreatic cancer	0.0	3.0	3.0	6.0		0.02287		
1553	SLC3A2	ENSG00000168003	prostate cancer	0.0	1.0	0.0	10.0				0.3714
1554	SLC3A2	ENSG00000168003	renal cancer	0.0	2.0	0.0	10.0	0.0008216			
1555	SLC3A2	ENSG00000168003	skin cancer	2.0	9.0	1.0	0.0				
1556	SLC3A2	ENSG00000168003	stomach cancer	0.0	3.0	1.0	5.0		0.02916		
1557	SLC3A2	ENSG00000168003	testis cancer	3.0	4.0	0.0	4.0				0.005516
1558	SLC3A2	ENSG00000168003	thyroid cancer	0.0	0.0	0.0	3.0		0.00349		
1559	SLC3A2	ENSG00000168003	urothelial cancer	2.0	1.0	6.0	2.0			0.0001483	
1560	RPS15A	ENSG00000134419	breast cancer	0.0	8.0	2.0	0.0		0.01252		
1561	RPS15A	ENSG00000134419	carcinoid	0.0	4.0	0.0	0.0				
1562	RPS15A	ENSG00000134419	cervical cancer	0.0	5.0	5.0	1.0		0.2243		
1563	RPS15A	ENSG00000134419	colorectal cancer	1.0	11.0	0.0	0.0		0.09007		
1564	RPS15A	ENSG00000134419	endometrial cancer	0.0	9.0	1.0	0.0				0.04316
1565	RPS15A	ENSG00000134419	glioma	1.0	7.0	3.0	0.0		0.08528		
1566	RPS15A	ENSG00000134419	head and neck cancer	0.0	4.0	0.0	0.0				0.06755
1567	RPS15A	ENSG00000134419	liver cancer	2.0	10.0	0.0	0.0				0.05399
1568	RPS15A	ENSG00000134419	lung cancer	0.0	5.0	2.0	5.0		0.2612		
1569	RPS15A	ENSG00000134419	lymphoma	0.0	1.0	3.0	7.0				
1570	RPS15A	ENSG00000134419	melanoma	0.0	9.0	2.0	0.0				0.03959
1571	RPS15A	ENSG00000134419	ovarian cancer	0.0	4.0	5.0	2.0		0.1185		
1572	RPS15A	ENSG00000134419	pancreatic cancer	1.0	8.0	1.0	0.0				0.00418
1573	RPS15A	ENSG00000134419	prostate cancer	5.0	5.0	1.0	0.0				0.1755
1574	RPS15A	ENSG00000134419	renal cancer	0.0	11.0	1.0	0.0			7.29e-07	
1575	RPS15A	ENSG00000134419	skin cancer	0.0	4.0	2.0	4.0				
1576	RPS15A	ENSG00000134419	stomach cancer	0.0	7.0	3.0	1.0				0.1069
1577	RPS15A	ENSG00000134419	testis cancer	1.0	9.0	0.0	0.0		0.2022		
1578	RPS15A	ENSG00000134419	thyroid cancer	2.0	2.0	0.0	0.0		0.1074		
1579	RPS15A	ENSG00000134419	urothelial cancer	1.0	10.0	0.0	0.0				0.06324
1580	TRAFD1	ENSG00000135148	breast cancer	0.0	3.0	2.0	6.0		0.07796		
1581	TRAFD1	ENSG00000135148	carcinoid	0.0	0.0	0.0	4.0				
1582	TRAFD1	ENSG00000135148	cervical cancer	0.0	1.0	0.0	9.0	0.0005727			
1583	TRAFD1	ENSG00000135148	colorectal cancer	0.0	0.0	3.0	9.0				0.06123
1584	TRAFD1	ENSG00000135148	endometrial cancer	0.0	0.0	0.0	11.0				0.1438
1585	TRAFD1	ENSG00000135148	glioma	0.0	0.0	2.0	8.0		0.09464		
1586	TRAFD1	ENSG00000135148	head and neck cancer	0.0	1.0	0.0	3.0		0.02514		
1587	TRAFD1	ENSG00000135148	liver cancer	0.0	0.0	0.0	12.0			0.0004871	
1588	TRAFD1	ENSG00000135148	lung cancer	0.0	1.0	3.0	8.0		0.00121		
1589	TRAFD1	ENSG00000135148	lymphoma	1.0	1.0	6.0	4.0				
1590	TRAFD1	ENSG00000135148	melanoma	0.0	1.0	1.0	10.0				0.1687
1591	TRAFD1	ENSG00000135148	ovarian cancer	0.0	1.0	3.0	8.0				0.1778
1592	TRAFD1	ENSG00000135148	pancreatic cancer	0.0	0.0	2.0	9.0				0.3087
1593	TRAFD1	ENSG00000135148	prostate cancer	0.0	5.0	4.0	3.0		0.2204		
1594	TRAFD1	ENSG00000135148	renal cancer	0.0	1.0	4.0	7.0			9.259e-06	
1595	TRAFD1	ENSG00000135148	skin cancer	0.0	0.0	2.0	9.0				
1596	TRAFD1	ENSG00000135148	stomach cancer	0.0	0.0	2.0	8.0				0.1074
1597	TRAFD1	ENSG00000135148	testis cancer	0.0	2.0	3.0	7.0				0.06146
1598	TRAFD1	ENSG00000135148	thyroid cancer	0.0	0.0	1.0	3.0		0.00333		
1599	TRAFD1	ENSG00000135148	urothelial cancer	0.0	3.0	2.0	3.0	3.92e-05			
1600	HDAC3	ENSG00000171720	breast cancer	0.0	4.0	4.0	4.0				0.06652
1601	HDAC3	ENSG00000171720	carcinoid	0.0	1.0	1.0	1.0				
1602	HDAC3	ENSG00000171720	cervical cancer	1.0	1.0	5.0	5.0				0.1958
1603	HDAC3	ENSG00000171720	colorectal cancer	1.0	5.0	5.0	1.0	0.0003389			
1604	HDAC3	ENSG00000171720	endometrial cancer	0.0	1.0	4.0	6.0				0.1173
1605	HDAC3	ENSG00000171720	glioma	2.0	2.0	3.0	3.0				0.1241
1606	HDAC3	ENSG00000171720	head and neck cancer	1.0	0.0	2.0	1.0				0.1072
1607	HDAC3	ENSG00000171720	liver cancer	1.0	3.0	1.0	3.0				0.01188
1608	HDAC3	ENSG00000171720	lung cancer	0.0	1.0	4.0	4.0				0.3159
1609	HDAC3	ENSG00000171720	lymphoma	0.0	3.0	3.0	6.0				
1610	HDAC3	ENSG00000171720	melanoma	0.0	0.0	0.0	10.0				0.05557
1611	HDAC3	ENSG00000171720	ovarian cancer	0.0	2.0	4.0	4.0				0.02454
1612	HDAC3	ENSG00000171720	pancreatic cancer	0.0	3.0	6.0	1.0	0.0003953			
1613	HDAC3	ENSG00000171720	prostate cancer	0.0	2.0	5.0	5.0				0.1123
1614	HDAC3	ENSG00000171720	renal cancer	1.0	4.0	1.0	5.0			2.654e-06	
1615	HDAC3	ENSG00000171720	skin cancer	0.0	0.0	2.0	7.0				
1616	HDAC3	ENSG00000171720	stomach cancer	0.0	2.0	6.0	2.0		0.1847		
1617	HDAC3	ENSG00000171720	testis cancer	0.0	3.0	2.0	7.0				0.01629
1618	HDAC3	ENSG00000171720	thyroid cancer	0.0	2.0	1.0	1.0				0.002279
1619	HDAC3	ENSG00000171720	urothelial cancer	2.0	3.0	4.0	3.0		0.2167		
1620	FZR1	ENSG00000105325	breast cancer	0.0	0.0	4.0	8.0				0.2783
1621	FZR1	ENSG00000105325	carcinoid	0.0	1.0	2.0	1.0				
1622	FZR1	ENSG00000105325	cervical cancer	0.0	0.0	1.0	10.0	0.0001755			
1623	FZR1	ENSG00000105325	colorectal cancer	0.0	2.0	8.0	2.0				0.1151
1624	FZR1	ENSG00000105325	endometrial cancer	0.0	1.0	4.0	7.0	0.0002575			
1625	FZR1	ENSG00000105325	glioma	0.0	0.0	2.0	8.0				0.1596
1626	FZR1	ENSG00000105325	head and neck cancer	0.0	1.0	0.0	3.0		0.01361		
1627	FZR1	ENSG00000105325	liver cancer	0.0	0.0	0.0	12.0				0.09196
1628	FZR1	ENSG00000105325	lung cancer	0.0	0.0	0.0	12.0		0.1613		
1629	FZR1	ENSG00000105325	lymphoma	0.0	0.0	0.0	11.0				
1630	FZR1	ENSG00000105325	melanoma	0.0	2.0	5.0	5.0		0.09701		
1631	FZR1	ENSG00000105325	ovarian cancer	0.0	3.0	2.0	6.0				0.1178
1632	FZR1	ENSG00000105325	pancreatic cancer	0.0	0.0	0.0	12.0		0.004152		
1633	FZR1	ENSG00000105325	prostate cancer	0.0	0.0	1.0	9.0				0.01414
1634	FZR1	ENSG00000105325	renal cancer	0.0	0.0	3.0	9.0		0.3749		
1635	FZR1	ENSG00000105325	skin cancer	0.0	2.0	0.0	9.0				
1636	FZR1	ENSG00000105325	stomach cancer	0.0	0.0	0.0	12.0		0.005414		
1637	FZR1	ENSG00000105325	testis cancer	0.0	0.0	2.0	10.0		0.1755		
1638	FZR1	ENSG00000105325	thyroid cancer	0.0	4.0	0.0	0.0				0.09043
1639	FZR1	ENSG00000105325	urothelial cancer	0.0	0.0	1.0	10.0		0.1044		
1640	AJUBA	ENSG00000129474	breast cancer	7.0	2.0	2.0	1.0		0.1149		
1641	AJUBA	ENSG00000129474	carcinoid	2.0	0.0	0.0	2.0				
1642	AJUBA	ENSG00000129474	cervical cancer	5.0	3.0	2.0	2.0		0.02988		
1643	AJUBA	ENSG00000129474	colorectal cancer	3.0	7.0	2.0	0.0				0.2389
1644	AJUBA	ENSG00000129474	endometrial cancer	5.0	4.0	1.0	1.0				0.001239
1645	AJUBA	ENSG00000129474	glioma	3.0	3.0	1.0	3.0		0.09811		
1646	AJUBA	ENSG00000129474	head and neck cancer	0.0	2.0	1.0	1.0				0.149
1647	AJUBA	ENSG00000129474	liver cancer	5.0	4.0	0.0	3.0				0.001797
1648	AJUBA	ENSG00000129474	lung cancer	4.0	2.0	1.0	2.0				0.2726
1649	AJUBA	ENSG00000129474	lymphoma	0.0	3.0	3.0	6.0				
1650	AJUBA	ENSG00000129474	melanoma	1.0	5.0	4.0	0.0				0.1393
1651	AJUBA	ENSG00000129474	ovarian cancer	6.0	4.0	1.0	0.0				0.1856
1652	AJUBA	ENSG00000129474	pancreatic cancer	3.0	5.0	2.0	1.0			0.0005668	
1653	AJUBA	ENSG00000129474	prostate cancer	0.0	2.0	4.0	6.0				0.1474
1654	AJUBA	ENSG00000129474	renal cancer	5.0	1.0	2.0	3.0		0.003191		
1655	AJUBA	ENSG00000129474	skin cancer	1.0	5.0	3.0	0.0				
1656	AJUBA	ENSG00000129474	stomach cancer	2.0	4.0	0.0	5.0		0.2941		
1657	AJUBA	ENSG00000129474	testis cancer	0.0	0.0	1.0	10.0		0.2676		
1658	AJUBA	ENSG00000129474	thyroid cancer	2.0	2.0	0.0	0.0		0.009353		
1659	AJUBA	ENSG00000129474	urothelial cancer	4.0	5.0	2.0	1.0		0.2068		
1660	DVL2	ENSG00000004975	breast cancer	0.0	9.0	1.0	0.0		0.00763		
1661	DVL2	ENSG00000004975	carcinoid	1.0	1.0	1.0	0.0				
1662	DVL2	ENSG00000004975	cervical cancer	0.0	10.0	2.0	0.0		0.0684		
1663	DVL2	ENSG00000004975	colorectal cancer	0.0	12.0	0.0	0.0				0.1202
1664	DVL2	ENSG00000004975	endometrial cancer	0.0	6.0	6.0	0.0				0.1596
1665	DVL2	ENSG00000004975	glioma	0.0	11.0	1.0	0.0				0.1442
1666	DVL2	ENSG00000004975	head and neck cancer	0.0	4.0	0.0	0.0		0.2394		
1667	DVL2	ENSG00000004975	liver cancer	7.0	4.0	1.0	0.0			4.343e-06	
1668	DVL2	ENSG00000004975	lung cancer	0.0	5.0	4.0	2.0				0.05657
1669	DVL2	ENSG00000004975	lymphoma	0.0	6.0	3.0	2.0				
1670	DVL2	ENSG00000004975	melanoma	0.0	9.0	3.0	0.0				0.0801
1671	DVL2	ENSG00000004975	ovarian cancer	0.0	5.0	3.0	2.0		0.08973		
1672	DVL2	ENSG00000004975	pancreatic cancer	0.0	7.0	4.0	0.0	0.0003853			
1673	DVL2	ENSG00000004975	prostate cancer	1.0	11.0	0.0	0.0				0.08901
1674	DVL2	ENSG00000004975	renal cancer	0.0	4.0	4.0	4.0				0.1285
1675	DVL2	ENSG00000004975	skin cancer	0.0	10.0	1.0	0.0				
1676	DVL2	ENSG00000004975	stomach cancer	0.0	3.0	5.0	2.0				0.3234
1677	DVL2	ENSG00000004975	testis cancer	0.0	12.0	0.0	0.0				0.2296
1678	DVL2	ENSG00000004975	thyroid cancer	1.0	3.0	0.0	0.0				0.2796
1679	DVL2	ENSG00000004975	urothelial cancer	1.0	10.0	1.0	0.0				0.05447
1680	KIF2C	ENSG00000142945	breast cancer	0.0	0.0	0.0	12.0				0.03285
1681	KIF2C	ENSG00000142945	carcinoid	0.0	0.0	0.0	4.0				
1682	KIF2C	ENSG00000142945	cervical cancer	0.0	1.0	1.0	10.0		0.01353		
1683	KIF2C	ENSG00000142945	colorectal cancer	0.0	0.0	2.0	10.0		0.01027		
1684	KIF2C	ENSG00000142945	endometrial cancer	0.0	0.0	0.0	11.0				0.001713
1685	KIF2C	ENSG00000142945	glioma	0.0	0.0	0.0	11.0		0.2765		
1686	KIF2C	ENSG00000142945	head and neck cancer	0.0	0.0	0.0	3.0		0.05167		
1687	KIF2C	ENSG00000142945	liver cancer	0.0	0.0	0.0	12.0			3.066e-07	
1688	KIF2C	ENSG00000142945	lung cancer	0.0	0.0	1.0	11.0				0.007489
1689	KIF2C	ENSG00000142945	lymphoma	0.0	0.0	0.0	12.0				
1690	KIF2C	ENSG00000142945	melanoma	0.0	0.0	0.0	11.0				0.003329
1691	KIF2C	ENSG00000142945	ovarian cancer	0.0	0.0	1.0	10.0				0.3665
1692	KIF2C	ENSG00000142945	pancreatic cancer	0.0	0.0	0.0	12.0			0.000686	
1693	KIF2C	ENSG00000142945	prostate cancer	0.0	0.0	0.0	12.0				0.04273
1694	KIF2C	ENSG00000142945	renal cancer	0.0	0.0	0.0	11.0			0.0	
1695	KIF2C	ENSG00000142945	skin cancer	0.0	0.0	0.0	9.0				
1696	KIF2C	ENSG00000142945	stomach cancer	0.0	0.0	1.0	10.0		0.002334		
1697	KIF2C	ENSG00000142945	testis cancer	0.0	0.0	0.0	11.0				0.1485
1698	KIF2C	ENSG00000142945	thyroid cancer	0.0	0.0	0.0	4.0				0.01856
1699	KIF2C	ENSG00000142945	urothelial cancer	0.0	0.0	0.0	12.0				0.2411
1700	MSH4	ENSG00000057468	breast cancer								0.06641
1701	MSH4	ENSG00000057468	carcinoid								
1702	MSH4	ENSG00000057468	cervical cancer								0.2111
1703	MSH4	ENSG00000057468	colorectal cancer								0.03456
1704	MSH4	ENSG00000057468	endometrial cancer								0.1243
1705	MSH4	ENSG00000057468	glioma						0.1034		
1706	MSH4	ENSG00000057468	head and neck cancer						0.01993		
1707	MSH4	ENSG00000057468	liver cancer								0.006883
1708	MSH4	ENSG00000057468	lung cancer						0.01743		
1709	MSH4	ENSG00000057468	lymphoma								
1710	MSH4	ENSG00000057468	melanoma								0.04365
1711	MSH4	ENSG00000057468	ovarian cancer								0.3003
1712	MSH4	ENSG00000057468	pancreatic cancer						0.003577		
1713	MSH4	ENSG00000057468	prostate cancer								0.0972
1714	MSH4	ENSG00000057468	renal cancer								6.883e-08
1715	MSH4	ENSG00000057468	skin cancer								
1716	MSH4	ENSG00000057468	stomach cancer						0.05333		
1717	MSH4	ENSG00000057468	testis cancer						0.04902		
1718	MSH4	ENSG00000057468	thyroid cancer						0.05083		
1719	MSH4	ENSG00000057468	urothelial cancer						0.04633		
1720	PKD1L3	ENSG00000277481	breast cancer								0.1748
1721	PKD1L3	ENSG00000277481	carcinoid								
1722	PKD1L3	ENSG00000277481	cervical cancer						0.1552		
1723	PKD1L3	ENSG00000277481	colorectal cancer								0.1119
1724	PKD1L3	ENSG00000277481	endometrial cancer								0.1547
1725	PKD1L3	ENSG00000277481	glioma								0.01804
1726	PKD1L3	ENSG00000277481	head and neck cancer								0.1355
1727	PKD1L3	ENSG00000277481	liver cancer						0.02461		
1728	PKD1L3	ENSG00000277481	lung cancer						0.0724		
1729	PKD1L3	ENSG00000277481	lymphoma								
1730	PKD1L3	ENSG00000277481	melanoma						0.1676		
1731	PKD1L3	ENSG00000277481	ovarian cancer						0.1738		
1732	PKD1L3	ENSG00000277481	pancreatic cancer						0.0009901		
1733	PKD1L3	ENSG00000277481	prostate cancer						0.2224		
1734	PKD1L3	ENSG00000277481	renal cancer								1.346e-06
1735	PKD1L3	ENSG00000277481	skin cancer								
1736	PKD1L3	ENSG00000277481	stomach cancer								0.06706
1737	PKD1L3	ENSG00000277481	testis cancer								0.1731
1738	PKD1L3	ENSG00000277481	thyroid cancer								0.1247
1739	PKD1L3	ENSG00000277481	urothelial cancer						0.001925		
1740	DCUN1D1	ENSG00000043093	breast cancer	0.0	2.0	2.0	8.0				0.2131
1741	DCUN1D1	ENSG00000043093	carcinoid	0.0	0.0	2.0	1.0				
1742	DCUN1D1	ENSG00000043093	cervical cancer	0.0	0.0	1.0	10.0		0.2365		
1743	DCUN1D1	ENSG00000043093	colorectal cancer	1.0	2.0	1.0	7.0		0.004826		
1744	DCUN1D1	ENSG00000043093	endometrial cancer	0.0	0.0	0.0	12.0				0.001942
1745	DCUN1D1	ENSG00000043093	glioma	0.0	0.0	2.0	9.0		0.001437		
1746	DCUN1D1	ENSG00000043093	head and neck cancer	0.0	0.0	0.0	3.0				0.06058
1747	DCUN1D1	ENSG00000043093	liver cancer	1.0	2.0	3.0	2.0				0.05927
1748	DCUN1D1	ENSG00000043093	lung cancer	0.0	0.0	0.0	11.0				0.01723
1749	DCUN1D1	ENSG00000043093	lymphoma	0.0	0.0	0.0	12.0				
1750	DCUN1D1	ENSG00000043093	melanoma	1.0	1.0	0.0	10.0				0.09345
1751	DCUN1D1	ENSG00000043093	ovarian cancer	0.0	0.0	0.0	12.0		0.009247		
1752	DCUN1D1	ENSG00000043093	pancreatic cancer	0.0	4.0	5.0	2.0				0.004978
1753	DCUN1D1	ENSG00000043093	prostate cancer	4.0	6.0	2.0	0.0				0.07259
1754	DCUN1D1	ENSG00000043093	renal cancer	0.0	2.0	1.0	9.0				0.001007
1755	DCUN1D1	ENSG00000043093	skin cancer	0.0	0.0	0.0	11.0				
1756	DCUN1D1	ENSG00000043093	stomach cancer	0.0	0.0	3.0	3.0		0.1518		
1757	DCUN1D1	ENSG00000043093	testis cancer	0.0	0.0	1.0	11.0		0.2119		
1758	DCUN1D1	ENSG00000043093	thyroid cancer	1.0	1.0	0.0	1.0				0.05008
1759	DCUN1D1	ENSG00000043093	urothelial cancer	0.0	1.0	2.0	6.0		0.3518		
1760	KNTC1	ENSG00000184445	breast cancer	0.0	6.0	4.0	1.0				0.1169
1761	KNTC1	ENSG00000184445	carcinoid	0.0	0.0	2.0	1.0				
1762	KNTC1	ENSG00000184445	cervical cancer	6.0	2.0	2.0	2.0		0.002117		
1763	KNTC1	ENSG00000184445	colorectal cancer	0.0	5.0	7.0	0.0		0.2511		
1764	KNTC1	ENSG00000184445	endometrial cancer	0.0	1.0	5.0	6.0				0.01532
1765	KNTC1	ENSG00000184445	glioma	0.0	1.0	4.0	7.0				0.09343
1766	KNTC1	ENSG00000184445	head and neck cancer	0.0	1.0	2.0	1.0	0.000869			
1767	KNTC1	ENSG00000184445	liver cancer	0.0	1.0	2.0	9.0			4.787e-06	
1768	KNTC1	ENSG00000184445	lung cancer	1.0	2.0	0.0	7.0				0.04043
1769	KNTC1	ENSG00000184445	lymphoma	0.0	3.0	3.0	6.0				
1770	KNTC1	ENSG00000184445	melanoma	0.0	1.0	2.0	9.0				0.007203
1771	KNTC1	ENSG00000184445	ovarian cancer	0.0	4.0	6.0	1.0		0.0159		
1772	KNTC1	ENSG00000184445	pancreatic cancer	0.0	2.0	5.0	4.0				0.04777
1773	KNTC1	ENSG00000184445	prostate cancer	0.0	6.0	4.0	2.0				0.0192
1774	KNTC1	ENSG00000184445	renal cancer	0.0	0.0	3.0	9.0			7.886e-08	
1775	KNTC1	ENSG00000184445	skin cancer	4.0	1.0	4.0	3.0				
1776	KNTC1	ENSG00000184445	stomach cancer	0.0	0.0	9.0	3.0		0.02172		
1777	KNTC1	ENSG00000184445	testis cancer	0.0	1.0	8.0	3.0		0.3078		
1778	KNTC1	ENSG00000184445	thyroid cancer	0.0	1.0	3.0	0.0		0.08036		
1779	KNTC1	ENSG00000184445	urothelial cancer	3.0	1.0	6.0	2.0		0.1741		
1780	KAT5	ENSG00000172977	breast cancer	0.0	6.0	6.0	0.0		0.22		
1781	KAT5	ENSG00000172977	carcinoid	0.0	0.0	2.0	1.0				
1782	KAT5	ENSG00000172977	cervical cancer	0.0	4.0	8.0	0.0				0.3578
1783	KAT5	ENSG00000172977	colorectal cancer	0.0	0.0	12.0	0.0		0.03588		
1784	KAT5	ENSG00000172977	endometrial cancer	0.0	5.0	7.0	0.0				0.274
1785	KAT5	ENSG00000172977	glioma	0.0	4.0	6.0	1.0		0.09607		
1786	KAT5	ENSG00000172977	head and neck cancer	0.0	2.0	1.0	0.0				0.07163
1787	KAT5	ENSG00000172977	liver cancer	0.0	6.0	6.0	0.0				0.001294
1788	KAT5	ENSG00000172977	lung cancer	0.0	3.0	5.0	1.0				0.12
1789	KAT5	ENSG00000172977	lymphoma	0.0	9.0	3.0	0.0				
1790	KAT5	ENSG00000172977	melanoma	1.0	8.0	1.0	0.0		0.2006		
1791	KAT5	ENSG00000172977	ovarian cancer	1.0	7.0	3.0	1.0				0.2736
1792	KAT5	ENSG00000172977	pancreatic cancer	0.0	1.0	9.0	0.0		0.2134		
1793	KAT5	ENSG00000172977	prostate cancer	0.0	0.0	7.0	5.0		0.2542		
1794	KAT5	ENSG00000172977	renal cancer	1.0	5.0	5.0	1.0	1.099e-13			
1795	KAT5	ENSG00000172977	skin cancer	0.0	4.0	5.0	0.0				
1796	KAT5	ENSG00000172977	stomach cancer	0.0	1.0	10.0	0.0		0.1366		
1797	KAT5	ENSG00000172977	testis cancer	0.0	9.0	2.0	0.0				0.2548
1798	KAT5	ENSG00000172977	thyroid cancer	0.0	1.0	2.0	0.0		0.1846		
1799	KAT5	ENSG00000172977	urothelial cancer	0.0	6.0	5.0	0.0				0.08538
1800	MOB4	ENSG00000115540	breast cancer	4.0	7.0	0.0	0.0				0.04604
1801	MOB4	ENSG00000115540	carcinoid	2.0	1.0	0.0	1.0				
1802	MOB4	ENSG00000115540	cervical cancer	0.0	3.0	4.0	2.0		0.323		
1803	MOB4	ENSG00000115540	colorectal cancer	10.0	1.0	0.0	0.0		0.02163		
1804	MOB4	ENSG00000115540	endometrial cancer	4.0	3.0	2.0	3.0				0.02811
1805	MOB4	ENSG00000115540	glioma	1.0	6.0	1.0	3.0		0.2531		
1806	MOB4	ENSG00000115540	head and neck cancer	2.0	1.0	0.0	0.0				0.1157
1807	MOB4	ENSG00000115540	liver cancer	3.0	7.0	2.0	0.0			0.0008289	
1808	MOB4	ENSG00000115540	lung cancer	2.0	5.0	0.0	3.0		0.1232		
1809	MOB4	ENSG00000115540	lymphoma	5.0	4.0	0.0	2.0				
1810	MOB4	ENSG00000115540	melanoma	4.0	5.0	0.0	1.0				0.04885
1811	MOB4	ENSG00000115540	ovarian cancer	5.0	4.0	0.0	0.0		0.1717		
1812	MOB4	ENSG00000115540	pancreatic cancer	4.0	4.0	0.0	2.0				0.08032
1813	MOB4	ENSG00000115540	prostate cancer	8.0	2.0	1.0	0.0				0.08442
1814	MOB4	ENSG00000115540	renal cancer	0.0	3.0	6.0	3.0			0.0004684	
1815	MOB4	ENSG00000115540	skin cancer	1.0	4.0	3.0	2.0				
1816	MOB4	ENSG00000115540	stomach cancer	7.0	3.0	0.0	0.0				0.3348
1817	MOB4	ENSG00000115540	testis cancer	3.0	6.0	1.0	1.0		0.0836		
1818	MOB4	ENSG00000115540	thyroid cancer	3.0	1.0	0.0	0.0		0.03302		
1819	MOB4	ENSG00000115540	urothelial cancer	4.0	6.0	0.0	0.0		0.03072		
1820	CYBA	ENSG00000051523	breast cancer	0.0	0.0	0.0	10.0	0.0008191			
1821	CYBA	ENSG00000051523	carcinoid	0.0	0.0	0.0	4.0				
1822	CYBA	ENSG00000051523	cervical cancer	0.0	0.0	0.0	12.0				0.1048
1823	CYBA	ENSG00000051523	colorectal cancer	0.0	0.0	3.0	9.0				0.0832
1824	CYBA	ENSG00000051523	endometrial cancer	0.0	0.0	0.0	12.0	4.75e-05			
1825	CYBA	ENSG00000051523	glioma	0.0	0.0	0.0	12.0				0.2419
1826	CYBA	ENSG00000051523	head and neck cancer	0.0	0.0	0.0	4.0				0.04767
1827	CYBA	ENSG00000051523	liver cancer	0.0	0.0	0.0	12.0				0.04881
1828	CYBA	ENSG00000051523	lung cancer	0.0	0.0	0.0	12.0				0.09158
1829	CYBA	ENSG00000051523	lymphoma	2.0	5.0	0.0	4.0				
1830	CYBA	ENSG00000051523	melanoma	0.0	0.0	0.0	11.0		0.1723		
1831	CYBA	ENSG00000051523	ovarian cancer	0.0	0.0	1.0	10.0		0.1113		
1832	CYBA	ENSG00000051523	pancreatic cancer	0.0	0.0	1.0	8.0				0.03083
1833	CYBA	ENSG00000051523	prostate cancer	0.0	0.0	0.0	11.0		0.2675		
1834	CYBA	ENSG00000051523	renal cancer	0.0	0.0	0.0	12.0			0.000183	
1835	CYBA	ENSG00000051523	skin cancer	0.0	0.0	0.0	12.0				
1836	CYBA	ENSG00000051523	stomach cancer	0.0	0.0	3.0	8.0		0.1907		
1837	CYBA	ENSG00000051523	testis cancer	0.0	0.0	0.0	12.0				0.05218
1838	CYBA	ENSG00000051523	thyroid cancer	0.0	0.0	0.0	3.0		0.0257		
1839	CYBA	ENSG00000051523	urothelial cancer	0.0	0.0	0.0	11.0		0.01628		
1840	SON	ENSG00000159140	breast cancer	0.0	10.0	0.0	0.0				0.01577
1841	SON	ENSG00000159140	carcinoid	0.0	2.0	2.0	0.0				
1842	SON	ENSG00000159140	cervical cancer	1.0	9.0	2.0	0.0				0.2079
1843	SON	ENSG00000159140	colorectal cancer	1.0	8.0	3.0	0.0		0.4688		
1844	SON	ENSG00000159140	endometrial cancer	0.0	8.0	4.0	0.0				0.2304
1845	SON	ENSG00000159140	glioma	0.0	9.0	3.0	0.0		0.05629		
1846	SON	ENSG00000159140	head and neck cancer	1.0	3.0	0.0	0.0		0.2752		
1847	SON	ENSG00000159140	liver cancer	3.0	4.0	4.0	1.0				0.04225
1848	SON	ENSG00000159140	lung cancer	0.0	6.0	1.0	3.0		0.2385		
1849	SON	ENSG00000159140	lymphoma	0.0	7.0	5.0	0.0				
1850	SON	ENSG00000159140	melanoma	1.0	9.0	1.0	0.0				0.1046
1851	SON	ENSG00000159140	ovarian cancer	1.0	7.0	4.0	0.0				0.02311
1852	SON	ENSG00000159140	pancreatic cancer	6.0	4.0	0.0	1.0				0.2021
1853	SON	ENSG00000159140	prostate cancer	0.0	10.0	2.0	0.0				0.1243
1854	SON	ENSG00000159140	renal cancer	3.0	7.0	1.0	0.0		0.0975		
1855	SON	ENSG00000159140	skin cancer	1.0	10.0	1.0	0.0				
1856	SON	ENSG00000159140	stomach cancer	1.0	7.0	3.0	0.0		0.4183		
1857	SON	ENSG00000159140	testis cancer	9.0	3.0	0.0	0.0		0.09201		
1858	SON	ENSG00000159140	thyroid cancer	0.0	4.0	0.0	0.0				0.1189
1859	SON	ENSG00000159140	urothelial cancer	11.0	0.0	0.0	0.0				0.2539
1860	CNTF	ENSG00000242689	breast cancer	0.0	2.0	6.0	2.0				0.188
1861	CNTF	ENSG00000242689	carcinoid	0.0	0.0	0.0	4.0				
1862	CNTF	ENSG00000242689	cervical cancer	0.0	0.0	1.0	11.0				0.002636
1863	CNTF	ENSG00000242689	colorectal cancer	0.0	1.0	6.0	5.0		0.01008		
1864	CNTF	ENSG00000242689	endometrial cancer	0.0	0.0	0.0	12.0				0.04368
1865	CNTF	ENSG00000242689	glioma	0.0	0.0	1.0	11.0		0.1524		
